-7.99997E-06	136.6902292	30.25258705
-34.94238111	132.4515493	28.90683155
-64.96381013	121.2508008	26.00673213
-91.10491691	105.0562259	16.1510128
-106.8665763	83.70421865	34.21755153
-125.6601511	59.05334646	17.81032791
-132.4448883	28.87454628	34.93720664
-131.2094332	-3.07445E-09	48.78234493
-138.8957054	2.26475E-09	17.54656248
-132.4448733	-28.87462636	34.9371731
-125.6601068	-59.05343604	17.81032981
-106.8665462	-83.70426309	34.21752905
-91.10490233	-105.0562337	16.15100168
-64.96384007	-121.2507936	26.00673592
-34.94151309	-132.4519515	28.90611254
-8.02136E-06	-136.6902289	30.2525851
34.94155406	-132.4519515	28.90617771
64.96386257	-121.2508608	26.00673038
91.10499931	-105.056353	16.15102032
106.8666953	-83.70436752	34.21757011
125.6603599	-59.05352161	17.81035587
132.4451415	-28.87462636	34.93727367
138.896033	7.94679E-09	17.54665184
132.4451419	28.87463574	34.93727003
125.6603746	59.053488	17.81036143
106.8666726	83.70436727	34.21761095
91.10502121	105.0563302	16.15102397
64.96387734	121.2508606	26.00672103
34.94239969	132.4515491	28.90687805
81.77673823	103.5483331	46.77735274
51.75868058	117.8104879	55.14170612
17.77296886	125.7238538	58.96451699
-17.77273979	125.7238539	58.9645469
-51.75858738	117.8104729	55.14169115
-81.7765817	103.548333	46.77733406
-117.8151366	55.27735862	51.58827068
-121.1818754	26.16604044	65.00732152
-117.8151364	-55.27737718	51.58825198
-95.51531819	-77.66535131	66.63696466
-81.77657463	-103.5483335	46.77734177
-51.758651	-117.8104437	55.1416915
-17.7729335	-125.7238542	58.96447997
17.77277698	-125.7238535	58.96457274
51.75862817	-117.8105098	55.1417245
81.77673844	-103.5483334	46.77736399
117.8153224	-55.27745155	51.58832258
121.1820993	-26.16607962	65.00741108
131.2096716	-6.86877E-09	48.78242318
121.1820844	26.16610943	65.00740366
117.815323	55.27745181	51.58832662
95.51539999	77.6653959	66.63709865
103.5207433	46.83581359	81.76431044
105.050705	16.08805726	91.10854538
95.51541551	-77.66541136	66.63707676
103.5158784	-46.84366289	81.76598704
105.0507199	-16.08806657	91.1085156
83.54844159	34.16215258	107.0041732
66.65361697	95.53708169	77.63185384
77.7310063	66.67856904	95.43547086
34.09897907	106.9069281	83.69807149
-2.2E-05	110.7189134	85.67950131
-34.098223	106.9073756	83.69772921
-66.65353471	95.53705148	77.63177894
-95.51528845	77.66535136	66.63700196
-103.5157151	46.84362596	81.76586842
-105.050571	16.08807219	91.10838899
-121.181883	-26.1660386	65.00732156
-66.65351966	-95.53698422	77.63185325
-34.09894911	-106.9068829	83.69805618
-2.2E-05	-110.7189132	85.67950115
34.0990275	-106.9069132	83.69806407
66.65362405	-95.53707372	77.63185339
77.7310582	-66.67858383	95.43541845
83.54848648	-34.16217128	107.0041287
85.75797816	-2.4869E-14	110.6583773
59.12743126	17.74874512	125.6522534
55.38311987	51.63452045	117.7549738
46.79187395	81.87344682	103.4562664
59.12743125	-17.74875629	125.6522384
55.38311616	-51.63453909	117.7549739
46.79188151	-81.87344705	103.4562592
16.23151823	-90.98277237	105.1534786
26.16234308	-65.0005638	121.1890577
29.05792555	-34.96018422	132.405132
30.34697285	7.79875E-09	136.6681753
29.05790693	34.96015071	132.4051469
26.16236182	65.00057156	121.1890509
16.23148475	90.9827949	105.1534789
-16.2314438	90.98275775	105.153479
-3.30005E-05	48.880741	131.1854571
-3.50082E-05	17.54658673	138.8958844
-3.50007E-05	-17.54658669	138.8958841
-3.30054E-05	-48.88073349	131.1854719
-16.23143253	-90.98276486	105.1534637
-26.16231331	-65.00054157	121.1890207
-46.79182901	-81.87337943	103.4562063
-77.73096121	-66.67853151	95.43532141
-103.5205945	-46.83575778	81.76419882
-105.0505416	-16.08803126	91.10841915
-46.79184401	81.87336463	103.4562139
-77.73093887	66.67854645	95.43532145
-83.5483595	34.16222332	107.0039793
-85.75786654	4.24089E-09	110.6582285
-83.54832273	-34.16215275	107.0040471
-59.12744628	-17.74876938	125.6521047
-59.12745009	17.74870237	125.6521049
-55.38306753	51.6344383	117.754884
-26.16236924	65.00052673	121.1890134
-29.0579479	34.96010598	132.4050872
-30.34698778	4.21644E-09	136.668101
-29.0579367	-34.96015064	132.4050722
-55.38308629	-51.63451295	117.754847
